Time,GPS_Lat,GPS_Lon,GPS_Alt,Ultrasonic,IMU_X,IMU_Y,IMU_Z
5.500191926956177,,,,56.5164794921875,54.98056078869923,-30.62750369390257,-1.4885496183206106
5.595078945159912,,,,56.5164794921875,55.06757261834898,-30.69381628756444,-1.183206106870229
5.694607496261597,,,,56.5164794921875,55.114873529932325,-30.745067013479918,-1.366412213740458
5.794539928436279,,,,56.5164794921875,55.18326273973438,-30.768479741273485,-1.3740458015267176
5.895352363586426,,,,257.955078125,55.26380558727905,-30.819925207215704,-1.3206106870229009
5.995069742202759,,,,257.955078125,55.34113067473723,-30.696023386939,-1.3969465648854962
6.09456992149353,,,,257.955078125,55.3991145559784,-30.702026277732884,-1.1908396946564885
6.194944381713867,,,,257.955078125,55.487614609489725,-30.562284241225893,-1.1755725190839694
6.294559001922607,,,,257.955078125,55.562622211800786,-30.62311386860995,-1.2595419847328244
6.394534349441528,,,,257.96734619140625,55.641083595371775,-30.868271355362356,-1.2748091603053435
6.4950950145721436,,,,257.96734619140625,55.70803024500955,-30.92021796682389,-1.3129770992366412
6.594306468963623,,,,257.96734619140625,55.778483860698834,-30.969807641913395,-1.4351145038167938
6.70526909828186,,,,257.96734619140625,55.85218487894025,-31.044098402192716,-1.3053435114503817
6.794877529144287,,,,257.96734619140625,55.905427985432745,-31.08165316141779,-1.4732824427480915
6.894152402877808,,,,257.9959716796875,55.9616593439779,-30.9457136894625,-1.0687022900763359
6.994960784912109,,,,257.9959716796875,56.01078396360288,-30.988650177204647,-1.4274809160305344
7.094675779342651,,,,257.9959716796875,56.031186549520655,-31.043101701760573,-1.1755725190839694
7.1981520652771,,,,257.9959716796875,56.07705888163625,-31.06698705420727,-1.1221374045801527
7.294424533843994,,,,257.9959716796875,56.11853300612295,-31.103928527166282,-1.251908396946565
7.394141674041748,,,,61.562156677246094,56.15117598877839,-31.33863103309906,-1.2671755725190839
7.49532675743103,,,,61.562156677246094,56.2030991673214,-31.3618084554464,-1.4274809160305344
7.5954108238220215,,,,61.562156677246094,56.2030991673214,-31.3618084554464,-1.4274809160305344
7.696053981781006,,,,61.562156677246094,56.2712277136893,-31.37135166340934,-1.381679389312977
7.794491291046143,,,,61.562156677246094,56.2712277136893,-31.37135166340934,-1.381679389312977
7.894838094711304,,,,61.562156677246094,56.35899112416805,-31.389922103402043,-1.251908396946565
7.994440317153931,,,,61.562156677246094,56.35899112416805,-31.389922103402043,-1.251908396946565
8.095669269561768,,,,257.2027282714844,56.44302598630426,-31.48008010523655,-1.2366412213740459
8.195054531097412,,,,257.2027282714844,56.44302598630426,-31.48008010523655,-1.2366412213740459
8.295968532562256,,,,257.2027282714844,56.44302598630426,-31.48008010523655,-1.2366412213740459
8.394287824630737,,,,257.2027282714844,56.44302598630426,-31.48008010523655,-1.2366412213740459
8.495570421218872,,,,63.45939636230469,56.67115833883492,-31.42752916556211,-1.2595419847328244
8.594570636749268,,,,63.45939636230469,56.67115833883492,-31.42752916556211,-1.2595419847328244
8.69523572921753,,,,63.45939636230469,56.67115833883492,-31.42752916556211,-1.2595419847328244
8.795852184295654,,,,63.45939636230469,56.67115833883492,-31.42752916556211,-1.2595419847328244
8.895543098449707,,,,63.45939636230469,56.825490931748426,-31.381955332100173,-1.2061068702290076
8.995532989501953,,,,63.45939636230469,56.825490931748426,-31.381955332100173,-1.2061068702290076
9.095517873764038,,,,257.57073974609375,56.892339572590366,-31.632134093124684,-1.1297709923664123
9.196159601211548,,,,257.57073974609375,56.951835543010944,-31.648463983844564,-1.3893129770992367
9.29491925239563,,,,257.57073974609375,56.985226212869435,-31.67669486215325,-1.2900763358778626
9.39488959312439,,,,257.57073974609375,57.01134567963548,-31.531156111108277,-1.381679389312977
9.494906187057495,,,,258.8178405761719,57.056893855173236,-31.585608936048715,-1.2290076335877862
9.594988346099854,,,,258.8178405761719,57.08950676928758,-31.601023956336437,-1.2900763358778626
9.695006370544434,,,,258.8178405761719,57.13325333416861,-31.824433302000138,-1.16793893129771
9.795060157775879,,,,258.8178405761719,57.12919020314324,-31.817761430792352,-1.2748091603053435
9.894602298736572,,,,61.45175552368164,57.16361938283403,-32.0396048734463,-1.2442748091603053
